term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
date,-0.00497419240226927,0.002367591601190507,0.011195455462342753,-0.002470585726274068,-0.006587380989749278,-0.005906667756742973,-0.008246486754820866,-0.0034287808755863063,0.01706406237974439,-0.005159453099481874
audience,-0.007708743145515702,0.003915849821897647,-0.016719896047109082,0.015308716222361417,0.03571064849566204,-0.028278422642520288,-0.004601075385793821,0.010373690827505772,0.005952022346828889,0.00288015573536036
temple,-0.015668322408083947,0.016848876274463923,-0.021096078664243813,0.004933311391175136,0.012404480184140669,-0.006136589313344711,-0.0065693502048638115,0.03839312665412878,0.07522705053993912,0.07508324160118446
observance,-0.007137680779965292,-0.020225661384263457,-0.005097240702228261,0.0020144474443489465,0.01607255907660083,-0.008984127949895912,0.006427093484875106,0.011072742041258486,0.008765796477814015,-0.009368496113568981
neglect,0.009267739815802955,0.0055796642316756195,-0.009209211138704652,0.0076462647005202415,0.0072901179874697904,0.0036749082475002995,-0.004654097767278693,0.00894096574921407,0.022511419961622783,-0.006742422243888066
owner,-0.004764887580311185,-0.0002872015906857387,-0.007293133667648036,-0.014950207338921327,0.0009770637736568333,-0.016992681505077087,-0.008951024568519745,0.025277000184337987,-0.011716083462553295,-0.013290133361485301
listen,0.00532296574935516,0.008499541212959804,-0.009105096499633394,-0.002866448282157491,0.017661585087109903,0.009573481244867912,0.00410968835403402,0.005896217773444803,0.02522920079550317,0.012146877638834526
theirs,-0.0003642428578390096,0.011812563255458987,-0.0023247604456134753,0.016999699050710897,0.0009163022372126675,-0.001309092912476007,-0.019311819105887012,-0.0058315943640024825,0.019781155067742237,0.0021535424546013514
shepherd,0.03765934971933532,0.00051360436085402,-0.006476216989143715,-0.01362754280991823,0.020407924331728014,0.008638291985339577,-0.009647067253864085,0.028380561207382148,-0.0071928145350364,-0.010776088792588113
censure,0.008314333762976488,0.008467282297658607,-0.0117007592183854,-0.00034311559674475074,0.02882712690724897,-0.02036013007611928,-0.008092348745220745,-0.006297038502999983,0.007136254805609971,0.022204734361989005
disease,0.002380492281462378,-0.007534791518356536,-0.00979506318072315,0.0007307821636282995,0.005467167403503813,0.02531072349435145,0.03152577582627155,-0.020698220646348332,0.02672462793769772,0.04280378583924437
push,-0.01225764188435839,0.010420139674844734,-0.006687761492367512,0.02196108370938906,0.008993342457977517,0.009222533044046974,-0.00809180454848436,-0.005563714471609415,-0.011346995224438917,0.023099788187327133
bondage,-0.002083188486977687,-0.007180051755752756,-0.003635414593200475,-0.0002499422843970769,0.028788767125236973,0.01170391041156462,-0.002505021022595127,0.001508418721145867,-0.016858549191024,0.03729519739686847
villainy,-0.014142318344849625,0.01031947276699224,-0.015111124160887219,0.014987264349780241,0.033559596942222554,-0.00029357846983055235,-0.019426217578277925,-0.005913270788420031,-0.015527176096488531,0.041371382366683106
pitch,0.01640472501106741,0.008027841529805142,-4.2551245133240725e-05,0.012042710636141872,-0.002571550128578381,-0.008292260059902938,-0.01355033732984293,-0.0035206451222132363,-0.012685222873191427,0.009504839476731041
ry,-0.01363868815001677,-0.005906776848654281,-0.011455988341271617,-0.0029834872639816546,0.019111419168350914,-0.00510338800595571,-0.0033433992826171124,0.019122260593156,-0.006527486367027563,0.0307827383860791
perjur,-0.005715075963158793,0.014326580403731812,0.0009378512103335892,-0.03133151054605115,-0.0033733268376308716,-0.01325754742382543,-0.008845739671236308,0.020731314991391164,0.004473384138143876,0.007997864548309426
sickly,-0.006929996434855897,0.003514966338882877,-0.01165858170493581,0.004519110289463922,0.02575792754146461,0.006125619768541708,0.005388393379564752,-0.017676443488893263,0.009731369417339989,0.018837347297309938
prevent,0.001729492023852371,0.014134144847797946,0.0072564147542469445,0.009764912648078501,0.02963622117670166,-0.014142483391023006,0.008280061052071935,0.005583572176694491,-0.006823910488369587,0.026289123535147525
royalty,-0.005535945931123681,0.017386564793695946,-0.02306726015553204,0.025411404137444707,0.03430345549563054,-0.005038573953316078,-0.016283994278973816,-0.0026198321209423905,-0.013102233066304494,0.0383617518860874
luck,-0.018082244837324544,-0.002573853057671282,-0.01233832357900026,-0.023480403857829377,0.0048817955460302345,0.004123937341369924,-0.005710790143282313,0.01023367361839724,0.045681417711270385,0.0046052341820010945
dove,0.005748264578904389,0.005029811560355376,0.006285248592429658,-0.0019543634468920526,0.012314800230442317,-0.007315098562014631,0.00852163750103481,0.0269040722698563,0.04484915588789491,-0.04529107515373322
coin,-0.00571687674486,0.008958501060202326,-0.01403112673558443,0.03796836710881637,-0.012219334057815728,0.00516373504166855,-0.027955897536331587,-0.007397043043141652,-0.003952461304564088,0.0018848069649117186
exchange,0.0018007870125330652,-0.009858638001712428,0.012401443760676952,0.003975447458207507,0.0020584223308879124,0.01878123019492984,-0.0029687830332494154,-0.02655292674572385,-0.009247934521294474,0.016873222534470492
imagination,-0.010555831670115227,-0.004003762112321409,-0.007831863382632576,-0.016012712784226744,-0.0023195775510064572,-0.01628252881909557,-0.013431790957492539,0.03193789379603943,0.08949082337767329,-0.06035787824356152
princess,-0.003320864011426163,-0.003986342022414209,-0.009169121360144672,-0.006452570133897864,0.03170184039846917,0.02548888516528583,-0.0029709650404113365,-0.006645543660522217,0.0049593918081629745,0.041425443836464126
helm,0.0056235570596485365,-0.003389443870392444,-0.00492674560991895,0.02062554112586398,0.012492483567608811,-0.005673919356689734,-0.021679610027147238,0.003428217407415424,-0.027548055740506547,-0.029630953618181303
bank,-0.0016048665806236587,0.014140987631936561,-0.0165980389694381,0.012378627310258489,0.007706602991274405,0.03508037348893017,-0.020072047742786595,0.021512317378619472,0.03971751196529323,-0.030271960020380576
chastity,-0.01116552971576825,0.004354076786107734,-0.0030757381021212595,0.0002522780339383664,0.024958226882831617,0.010237514027901401,-0.0037597115748127107,0.009864993942494949,-0.003122903912886502,0.018175844726421062
fantasy,-0.010068089075314725,0.006513747892427048,-0.0014632726452431684,0.0033132480665609776,0.020933944070942047,-0.016000239141808165,0.014470133202047314,0.021643011155678318,0.030954922364279783,0.015640404452188655
flint,0.0018614039459545464,0.010241114832299636,-0.003964034117943261,-0.005051390090283225,0.012299112645154882,0.0014311676737523771,0.006048055534833928,-0.01097874524750473,-0.00221659612657,0.019402332927756193
corn,0.03743911155220112,-0.00014247326017992242,-0.0010948050696224807,-0.0040953640385092025,0.008012126456186801,0.013859501420792187,0.0021383424453623573,0.0052531413501990505,0.03203584116332176,-0.030428636720921432
clamour,0.008569062804516662,0.004713523422563727,-0.007137030509075901,0.01199209000285641,0.001994863531894185,-0.005547672265972435,-0.009468118014977997,-0.007738837034573145,-0.0010563282996531313,0.019905934355792798
discretion,-0.011199481034789927,0.007919735725744484,-0.015454680693642411,-0.008072889276121195,0.03113744694628461,-0.021596269464345327,-0.0025471743837239226,0.04066091592705185,0.0751586289033874,-0.061593211209439086
carrion,-0.006035581869491978,0.009758717809785338,0.0022378199207710287,-0.004551523061765963,0.01228591101904756,0.004749861722990537,0.009448113209022162,-0.007201372049727545,-0.0015865939101069428,0.02260792683873464
beggary,-0.004859462598302319,0.0080377146883477,-0.009087984709593811,0.004542037041410751,0.022789149881976768,-0.007182921399844374,0.0003873724820530968,-0.00025903900687130357,-0.0076075963648747765,0.007743099052473437
goose,-0.0019626531367146977,0.017640797697709293,0.030462742461768864,-0.0061085285110862985,-0.005351773826863398,0.04035131788056909,-0.000121517214212682,0.005729843370386429,0.041143617986050714,-0.043485787702851435
blast,0.0050467424937419535,0.009120094255840325,-0.008807738365233147,0.01280363833121338,0.018289372736256693,-0.02125861756463518,-0.012292772209233343,-0.01440373737849762,-0.015865535331138537,-0.020594773206072364
r,-0.00726969820938001,0.013672969950743172,0.006287957076560434,0.02900311311038907,-0.010431705069616643,0.023521789130578487,-0.016353278345448762,-0.006353777769073006,0.01514726670740427,0.005445226256773563
stock,0.004392333441345786,0.008071564413995704,0.0003788271983476768,-0.011641701413060207,0.008189169558768706,0.021429252854906957,0.0027582373616298777,-0.009425807272881004,-0.0020225405006195083,0.03475356889603146
wholesome,-0.006130813503648493,0.0071123964683361155,-0.016021403165646018,-0.01741329595140074,0.03120213430020808,0.004743486368055672,-0.00084009460825558,-0.016375471734162105,0.020478691797048514,0.022949742535542897
employment,0.0006419827450069255,-0.010452730829273466,-0.0014449645400568074,0.007190124704946046,-0.001672951006381715,-0.0012069806303841469,-0.0056437320694548605,-0.020957229783219598,0.012822713381990106,0.03426387245486807
monster,-0.010983244508303004,-0.012243882762662597,-0.006699439884176213,0.001838705623231193,0.025955492899169624,-0.01503119794418754,-0.008634434223150836,-0.012969631864435865,0.061664148080965875,-0.022070587363016574
example,-0.009673614508836597,0.001458798465419409,-0.011689657418203903,-0.0013723139689064611,0.0260925085941547,-0.00520461858147462,-0.004078284152093052,0.0008793702748811287,-0.04784411223147211,-0.01474498719431536
purpos,-0.0009357917943248506,-0.005000411496752819,-0.0063247613000960035,-0.0022609959526010853,0.018869571768278193,0.005131605078987708,0.0019492117003845162,-0.0014457085568025632,0.01931879940872208,0.013564613176315781
hat,0.0022280083265165894,-0.0014848472394515288,-0.005452715219139346,0.0014247368320972047,0.01695965743288498,0.014988843064546713,0.002827413662551543,-0.020723567416447822,-0.0012265431167733068,0.00660552299627118
butcher,0.01021164288662931,0.011518305511180804,0.0003156018198186966,0.00634637594237039,0.028920987239425797,-0.017257928856491477,-0.00938652966328636,-0.020238087375170116,-0.04706079270075123,-0.054371730653529016
afoot,0.0018145690525621435,0.015138610439194046,-0.016901066439878612,0.05961583006012209,-0.033135262150808066,0.02896130608947338,-0.04192645114834818,-0.014177826418678775,-0.006393080052072121,-0.022026441121518
suppose,0.005267579074140823,-0.003189960331647889,-0.009976671474554144,0.015289450369966168,0.01072675925094225,-0.01694919846462839,-0.011841500518340755,0.013347883879683596,-0.018119765143541702,0.013176098285903149
infirmity,0.005004110162199683,-0.0032340942726189854,-0.007119761701308057,0.006027119950086067,0.02164758823710256,-0.017068515161274257,-0.007372765450051896,-0.023823676134918058,-0.022736498235770914,-0.020948554113401407
accuse,0.016020289406232773,-0.004866431973307251,-0.004745549876081049,-0.00017102160666529739,0.024271791892232275,-0.008154648971596514,-0.005360535469024498,-0.013134805437001549,0.0024527192370036354,0.018431732768437077
poverty,5.154831956073078e-05,0.00783951411153299,-0.007010157077334215,0.007843214688759004,-0.001566173012375461,0.007276750544569749,-0.0014229954748872214,-0.018092804923914164,-0.006011117982875755,0.03698791014635849
privilege,0.008000884089466262,-0.003313845355259303,-0.008746787376137773,-0.0089504183602891,-0.004319282708886994,0.00016803683192760652,-0.011285423976519241,0.024603414930807695,0.02516023836986485,-0.011901114024023295
contain,-0.0007196565387320006,0.003974377021339839,-0.01125412562307595,-0.010654871750569618,0.008896530814741312,0.024767570972572473,0.016519187306017005,0.004513771858792586,-0.01224424578097944,0.02813309851423123
execute,0.0014996888940595296,0.009325959231751878,-0.007479770337493298,0.014615212049185524,0.007182732916087525,-0.005095394584886912,-0.021163002519539193,-0.0017198381743518203,-0.016959259618217204,-0.025687378674006646
tribute,-0.014025294446917002,0.019013243122785798,-0.018069432011990388,-0.0030190021003924797,0.04961044130300332,0.0025304569275333834,-0.0008972303223838891,-0.014977018868389338,-0.008840255570286368,0.06952368828026949
canker,-0.0014526208849750266,0.011557869773952352,0.010071966477514446,0.01456721197327775,0.0052330456930275,-0.0112378538803763,-0.011639560552655902,0.027428652849909235,0.014854731228964094,0.035540663324011665
sufferance,-0.0024484790460723308,0.008642564783147089,-0.008386062336533433,-8.213693853195148e-05,0.016514215602857256,-0.003443655323344533,0.010891888455647435,-0.004814797914606046,-0.004296787154356695,0.011009958724315453
guide,0.0008639454327325489,-0.0060805152639100985,-0.0029144722933319607,0.010582864860421913,0.0015357351506120468,-0.002505839315848966,-0.004781065178755298,-0.016582904432972778,0.006270757753589395,0.022205413725413865
dowry,0.00904665119248327,0.006202180097291512,-0.00840622734922942,0.0005278267789525428,0.017133896295400308,-0.0029392312952049612,-0.007164420897800875,0.0047014579668791245,-0.0022451636475280907,0.0024706937999018686
race,-0.0008322313832915357,0.009373648634669211,-0.009518148622695349,-0.005256556907302038,0.01762901373371358,0.01215010348690395,0.0013207723658998885,-0.010201602816696798,-0.003664393846945554,0.01801626480975153
globe,0.0029734793701538084,0.0049972028156581106,-0.00657343988825974,-0.011658451702993478,-0.015301082516611981,-0.010809524169956956,-0.011221174058001307,0.010807028022100254,0.01264926557776829,-0.006413730273037548
carriage,-0.007087329958247596,0.011010114301488466,0.0002178492976828089,-0.0009545623565778253,-0.014820120707235582,-0.016431080989676328,-0.0030687658734899277,0.0008857383333731556,-0.0002390965572215775,0.009158323320149628
homage,-0.0007540418129932295,0.011484955366414935,-0.013619019099360325,-0.016419219982156345,-0.0021921624212395993,-0.0285698942435116,-0.014931703062615835,8.662739493170929e-05,-0.0032012749231777483,0.014467357361604361
pilgrimage,-0.0025470210684887403,-0.0011779228261313654,0.0037800862415480136,-0.0034485261367683084,0.010173318657934622,0.004684326750810304,-0.0009971636542297178,0.03420963871140301,-0.009329819814396376,0.013745712791046635
fertile,0.011852962071960273,-0.002719916976695077,-0.004656897249999441,0.013456132523586538,0.00011963577159667889,-0.0029444240973951225,-0.005580283381160934,-0.008519360723073669,-0.005109260369211337,-0.0009657246099141656
privy,0.00022419015544440947,0.009287397370149471,-0.0079570523158502,-0.020566489646959746,-0.008401015653317703,-0.007815784228642497,-0.002336756085049558,-0.00479819859771724,-0.0029607954025833473,0.014802323754334311
divorce,-0.004031922579628071,0.003190022709761742,-0.009761910721794803,-0.012524575468370294,0.0056564590306015395,0.007967473453937736,-0.0010777813718897563,0.009888746086339481,-0.022856113664804917,0.024565571431211915
leaden,-0.006567185477627563,-0.009360880015595792,-0.00854867594996241,0.004319182082671339,0.005617756508001506,0.001972436454541416,-0.00499382093569639,0.01190827434806954,0.014609445279275473,0.003869113040340072
volume,-0.0024569391176229214,0.011400371071796077,0.010808490341951804,0.0057803265538890905,0.009043666581097313,-0.006412943122356468,-0.00809187623756368,0.0022856451501934495,0.012236702755190522,0.03690809491051428
practise,-0.009910854575291601,0.014513115197729699,-0.006753430638234875,-0.00034710844434382627,-0.004667971062637625,-0.006076888372061591,-0.016464577698619958,0.001818597463100947,0.0016707586916218633,0.022096180875868725
stiff,0.00026106066000010993,0.010977541528576775,0.016327485440704847,-0.010544691456703848,8.219153196040289e-05,-0.009666285497294915,0.0025142556775576185,0.0021376137122798545,-0.002558976273650477,0.010938304097361589
unfortunate,0.002115097381415023,-0.004593714253771474,-0.007073333241490324,0.00031967954633505246,0.020429087327740902,0.003826936229976004,0.0006961392704681698,0.0017637297227190794,-0.021920788645627864,-0.017316728336729658
moving,-0.0009045387917447637,0.006801327804167367,-0.011251479863301325,0.00761048274121272,0.01915160163037096,0.0001779716633537272,-0.006311247084044039,-0.014247084371038424,-0.020999190750397377,-0.019537396980836196
continent,-0.0034013373593309915,0.003030753011396954,-0.008834919294758287,0.004256018819811434,0.003520647674615348,0.014072813705298217,0.002767594403899849,-0.017906530166308526,0.01010972375519886,0.003714882703545814
drowsy,-0.007550682734043985,0.005245513611676831,0.003721754486111087,0.0016294417781202645,0.01439085302092233,-0.020579903586966816,-0.005789664906155097,0.002702960801931799,0.01263057582577636,-0.00011712852235957626
stray,0.0003758871898333026,0.004032094559529306,-0.007704998368344396,-0.020689036331764814,0.0015686062585048967,0.005187000328821235,0.012176453718667381,-0.012361171835343033,0.0031787759936840318,-0.020987199086565034
imperious,0.003188736079233753,-0.001339252378597787,-0.005230273180322522,0.006123251828275027,0.007656806136540856,-0.013673490383664118,0.007035970359953841,-0.014057852040658606,0.0018765669243748213,0.009973970078555208
perpetual,0.0032143329408693315,-0.0006843714139417589,-0.005508967646752484,0.017955928421522417,0.0015357568892419556,0.00011861058774241902,-0.01652614578709218,0.00670369454573331,-0.007505153876870765,0.005925788724947733
spit,-0.0036588972566343973,0.011513983069228576,0.001804704518382084,-0.010024575457021078,-0.021372209012832117,-0.004545765874673985,-0.015650265627935717,-0.0002726741908423901,0.0045407388052043605,0.024353038074603633
confidence,-0.002920879730389745,-0.00041440275985551577,-0.0002774592306978534,0.0008029670792177167,0.02120363656856012,0.003349991381116699,0.00020572122100754136,-0.004494328495590685,-0.005564677447442578,0.017440939441315646
blot,0.0007789058865626618,0.009216466797815322,-0.009269586673759062,-0.0037028626386075734,-0.0057927626593064045,-0.016595348042282358,-0.017891564700550616,0.016391042008007204,0.0028518839376744268,0.010378864877703753
distract,0.0010361546386774467,0.007105771381176525,-0.00901676878052135,-0.006202981958629916,0.01319089845376287,-0.01971542162479513,-0.005196707655771618,-0.008481284043341735,-0.014386019273996183,-0.003040012771323816
dainty,0.0024359796177230086,0.009746030017924586,0.002863011500430573,-0.013098090320405589,-0.010716992853539217,-0.017401791278115784,-0.005494589920283347,0.009031243413445687,0.019568482633086283,0.008132872190052123
ado,0.006529110470669254,0.0042672806604403335,0.003788160710027686,0.010723089071274245,0.002002684214112096,0.001565050499695322,-0.007108097213876331,0.007188530681999455,-0.016058096597629547,-0.003372353237067854
beginning,-0.00887680211062452,0.01186528466432459,-0.011603953539575839,0.006757953225764404,0.014555934056847509,-0.01763784077857352,0.002998447544838675,0.007046924032628561,-0.0036804542586926082,0.0041418520903846595
moiety,-0.005977619776423897,-0.019176132122530123,-0.0009873438329849004,-0.003556601222527113,-0.00840105949274278,0.025761473114927623,-0.007329936285744944,-0.009064030133010756,-0.006802200561043947,0.00655158511017236
scatter,0.0016141448608183407,-0.006756960167559749,-0.002621085523113814,0.011158153927455726,-0.0070335988295546735,0.004989714333624655,-0.009745765297822749,0.0027327894541122697,0.0033303496701096442,0.021022374570391127
gravity,-0.008345823768430266,0.010662511284465413,-0.002825316728086095,0.0029047914808116833,-0.005106575445207717,-0.0017489485074638435,-0.009917617678416998,0.015785262203677323,-0.0011377656320784258,0.019509537435458607
winged,0.008195543423955837,0.007396419146964983,0.00025251985206190284,-0.007842651866238616,0.0004754576867763079,-0.012577709537734485,-0.0066422695263276725,0.011297619078953752,-0.005165924819968978,0.014358297495414493
relief,-0.006271408991971392,0.0036164136788266626,-0.00967922107588342,0.0009119251522778466,0.021791557949547943,-0.015152250294117896,-0.004583707141590239,-0.0050504182029281405,-0.005068778641781599,-0.0013819690884606674
jaws,-0.007544913182935186,0.009383347975346424,-0.009622022653259314,0.015567112987549018,0.011126834160722205,-0.01038689688830354,-0.013214126667737127,0.012043780157679523,0.0013340419424357661,-0.008901357961854841
vanquish,0.005059966121827638,0.0008364341737682029,-0.005274920399602895,-0.00374762015406629,0.01867185691371097,0.009469246440139965,0.0013783369089514375,0.0012150566155259004,-0.015857647665010365,0.0037583670128777972
conceal,-0.00289791172582489,-0.0018529759392136118,0.004294635447169528,0.004058329045564809,0.009408046865109881,-0.007993154509147674,0.011422999623456108,0.00994580385551201,0.006389101705122242,-0.013858469941247724
girdle,-0.0022160940267082637,0.0011166599152243916,-0.004360376089949316,0.012780038407665539,-0.006732734339185602,0.0013267794623403576,-0.0035801183754484364,0.0019206644161059276,0.020453991383704708,-0.008426685715314608
mew,-0.00343440676383042,0.0021045143574142996,0.0008981384282509734,0.006466953663762727,0.003481531376087062,0.020365837402774516,-0.0024544815693093402,0.0018605208522588423,0.008234321781201866,-0.016855125551619356
performance,-0.0027464558753366947,-0.0004728280557166324,-0.005720372518301766,0.007351724230097724,0.010239722600835131,-0.009716918086091746,-0.005951096823237508,-0.010196197194082698,0.01058329943076889,0.015920055028835287
restrain,-0.003169913292329529,-0.0015457250955940953,-0.006394895434902025,0.012069695591146857,-0.002194477203108007,0.00207535742416929,-0.011247328207200369,-0.0052282171559738565,0.015353359433016443,0.03921423646799688
usage,0.007290771485703011,0.005785310962042881,-0.009161355026693766,0.011850249245760572,0.021106697425154107,-0.019567012535023052,0.003212067245456847,0.0028167769599684676,-0.00911118400732507,0.005022593777468426
rent,0.004241871253415083,0.0037877959164476453,-0.00721552874163087,-0.0027778759735747967,0.020611872883882245,0.007446092937632947,0.008666438199688037,0.0007512347912188887,0.021748641589621844,-0.019334736949472374
