term_str,n,p,i,n_chars,max_pos,n_pos,stem_porter,stem_snowball,stem_lancaster,stop,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,pos_group,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity
rage,68,0.00015349436698245875,12.669526667768912,4,NN,2,rage,rage,rag,0,17,0.08246216019197297,1.4018567232635406,0.3115237162807868,5.607426893054162,0.24738648057591892,0.7421594417277567,NN,1,0,0,0,0,1,0,0,0,0,-1
traitor,67,0.00015123709687977553,12.690900318561479,7,NN,1,traitor,traitor,trait,0,13,0.4694852833012202,6.103308682915863,1.7475285545100976,31.455513981181756,0.4694852833012202,9.859190949325624,NN,1,0,1,1,0,1,0,1,0,0,-1
beauty,66,0.00014897982677709233,12.712595389660796,6,NN,3,beauti,beauti,beauty,0,16,0.16992500144231237,2.718800023076998,0.623058338621812,11.215050095192616,0.5097750043269371,2.2090250187500606,NN,0,0,0,0,1,0,1,0,0,0,1
case,66,0.00014897982677709233,12.712595389660796,4,NN,2,case,case,cas,0,16,0.16992500144231237,2.718800023076998,0.6230583386218119,11.215050095192614,0.6797000057692495,1.5293250129808114,NN,0,0,0,1,0,1,0,1,0,0,-1
tender,62,0.00013995074636635946,12.802793198632376,6,NN,6,tender,tender,tend,0,16,0.16992500144231237,2.718800023076998,0.585297227190187,10.535350089423366,0.42481250360578093,2.2090250187500606,NN,0,0,0,0,1,0,1,0,0,1,1
poison,62,0.00013995074636635946,12.802793198632376,6,NN,8,poison,poison,poison,0,15,0.2630344058337938,3.9455160875069066,0.9060073978719563,16.308133161695213,0.3945516087506907,3.6824816816731127,NN,1,0,1,1,0,1,0,1,0,0,-1
grant,61,0.00013769347626367624,12.826252171456364,5,VB,5,grant,grant,grant,0,17,0.08246216019197297,1.4018567232635406,0.27945509842835287,5.030191771710352,0.24738648057591892,0.7421594417277567,VB,0,1,0,0,1,0,1,0,0,1,1
danger,61,0.00013769347626367624,12.826252171456364,6,NN,4,danger,danger,dang,0,16,0.16992500144231237,2.718800023076998,0.5758569493322807,10.365425087981054,0.5097750043269371,1.359400011538499,NN,0,0,0,1,0,1,0,1,0,0,-1
battle,61,0.00013769347626367624,12.826252171456364,6,NN,1,battl,battl,battl,0,13,0.4694852833012202,6.103308682915863,1.5910334600763572,28.63860228137443,0.9389705666024404,7.042279249518303,NN,1,0,0,0,0,1,0,0,0,0,-1
bless,61,0.00013769347626367624,12.826252171456364,5,NN,7,bless,bless,bless,0,16,0.16992500144231237,2.718800023076998,0.5758569493322807,10.365425087981054,0.5097750043269371,1.5293250129808114,NN,0,1,0,0,1,0,1,0,0,1,1
passion,60,0.00013543620616099302,12.850098913410731,7,NN,2,passion,passion,pass,0,16,0.16992500144231237,2.718800023076998,0.5664166714743746,10.195500086538742,0.5097750043269371,2.0391000173077485,NN,0,1,0,0,1,0,1,0,0,1,1
wisdom,59,0.0001331789360583098,12.874346459657408,6,NN,4,wisdom,wisdom,wisdom,0,16,0.16992500144231237,2.718800023076998,0.5569763936164684,10.025575085096431,0.5097750043269371,1.6992500144231237,NN,0,0,0,0,0,0,1,0,0,1,1
bad,59,0.0001331789360583098,12.874346459657408,3,JJ,2,bad,bad,bad,0,17,0.08246216019197297,1.4018567232635406,0.27029263618480026,4.865267451326405,0.24738648057591892,0.6596972815357838,JJ,1,0,1,1,0,1,0,1,0,0,-1
loss,59,0.0001331789360583098,12.874346459657408,4,NN,2,loss,loss,loss,0,16,0.16992500144231237,2.718800023076998,0.5569763936164682,10.025575085096428,0.33985000288462475,1.6992500144231237,NN,1,0,0,1,0,1,0,1,0,0,-1
doctor,59,0.0001331789360583098,12.874346459657408,6,NN,3,doctor,doctor,doct,0,7,1.3625700793847084,9.537990555692959,4.4662019268721,80.3916346836978,0.0,39.514532302156546,NN,0,0,0,0,0,0,1,0,0,1,1
force,58,0.0001309216659556266,12.899008513891678,5,NN,3,forc,forc,forc,0,17,0.08246216019197297,1.4018567232635406,0.26571140506302404,4.782805291134433,0.24738648057591892,0.6596972815357838,NN,1,0,0,1,0,1,0,0,0,0,-1
sing,57,0.00012866439585294337,12.92409949485451,4,VBG,6,sing,sing,sing,0,17,0.08246216019197297,1.4018567232635406,0.26113017394124777,4.70034313094246,0.16492432038394594,0.8246216019197297,VB,0,1,0,0,1,0,1,1,0,1,1
beg,57,0.00012866439585294337,12.92409949485451,3,VB,10,beg,beg,beg,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB,0,0,0,0,0,1,0,1,0,0,-1
glad,57,0.00012866439585294337,12.92409949485451,4,JJ,6,glad,glad,glad,0,17,0.08246216019197297,1.4018567232635406,0.26113017394124777,4.70034313094246,0.16492432038394594,0.7421594417277567,JJ,0,1,0,0,1,0,1,0,0,0,1
title,57,0.00012866439585294337,12.92409949485451,5,NN,3,titl,titl,titl,0,14,0.36257007938470837,5.075981111385917,1.1481385847182428,20.66649452492837,0.5438551190770625,6.163691349540042,NN,0,0,0,0,0,0,1,0,0,1,1
murderer,57,0.00012866439585294337,12.92409949485451,8,NNP,3,murder,murder,murd,0,9,1.0,9.0,3.1666666666666665,57.0,0.5,35.0,NN,1,0,1,1,0,1,0,1,0,0,-1
marriage,55,0.00012414985564757693,12.97562979549459,8,NN,2,marriag,marriag,marry,0,13,0.4694852833012202,6.103308682915863,1.4345383656426174,25.82169058156711,0.9389705666024404,5.633823399614642,NN,0,1,0,0,1,0,1,0,0,1,1
praise,55,0.00012414985564757693,12.97562979549459,6,NN,3,prais,prais,pra,0,16,0.16992500144231237,2.718800023076998,0.5192152821848433,9.345875079327179,0.33985000288462475,1.359400011538499,NN,0,0,0,0,1,0,1,0,0,1,1
officer,55,0.00012414985564757693,12.97562979549459,7,NN,2,offic,offic,off,0,11,0.7104933828050152,7.815427210855167,2.170952003015324,39.07713605427583,0.7104933828050152,17.051841187320363,NN,0,0,0,0,0,0,1,0,0,1,1
counsel,55,0.00012414985564757693,12.97562979549459,7,NN,1,counsel,counsel,counsel,0,16,0.16992500144231237,2.718800023076998,0.5192152821848433,9.345875079327179,0.5097750043269371,1.359400011538499,NN,0,0,0,0,0,0,1,0,0,1,1
scorn,54,0.00012189258554489372,13.002102006855782,5,VB,7,scorn,scorn,scorn,0,16,0.16992500144231237,2.718800023076998,0.5097750043269371,9.175950077884869,0.33985000288462475,1.5293250129808114,VB,1,0,0,0,0,1,0,0,0,0,-1
mighty,54,0.00012189258554489372,13.002102006855782,6,NN,10,mighti,mighti,mighty,0,14,0.36257007938470837,5.075981111385917,1.087710238154125,19.57878428677425,0.7251401587694167,5.075981111385917,NN,1,0,0,1,1,0,1,0,0,1,1
harm,53,0.0001196353154422105,13.029069054456052,4,NN,4,harm,harm,harm,0,15,0.2630344058337938,3.9455160875069066,0.7744901949550597,13.940823509191073,0.6575860145844845,2.1042752466703503,NN,0,0,0,1,0,1,0,0,0,0,-1
white,53,0.0001196353154422105,13.029069054456052,5,JJ,2,white,white,whit,0,15,0.2630344058337938,3.9455160875069066,0.7744901949550594,13.94082350919107,0.5260688116675876,2.630344058337938,JJ,0,1,0,0,1,0,1,0,0,1,1
respect,53,0.0001196353154422105,13.029069054456052,7,NN,4,respect,respect,respect,0,15,0.2630344058337938,3.9455160875069066,0.7744901949550593,13.940823509191068,0.6575860145844845,2.1042752466703503,NN,0,1,0,0,1,0,1,0,0,1,1
calls,52,0.00011737804533952729,13.056549790878158,5,VBZ,3,call,call,cal,0,16,0.16992500144231237,2.718800023076998,0.4908944486111246,8.836100075000243,0.5097750043269371,1.6992500144231237,VB,0,1,0,0,0,1,0,0,0,1,-1
hurt,52,0.00011737804533952729,13.056549790878158,4,NN,7,hurt,hurt,hurt,0,16,0.16992500144231237,2.718800023076998,0.4908944486111246,8.836100075000243,0.33985000288462475,1.5293250129808114,NN,1,0,0,1,0,1,0,1,0,0,-1
seal,52,0.00011737804533952729,13.056549790878158,4,NN,6,seal,seal,seal,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN,0,0,0,0,0,0,1,0,0,1,1
blame,51,0.00011512077523684406,13.084564167047755,5,VB,4,blame,blame,blam,0,15,0.2630344058337938,3.9455160875069066,0.7452641498624157,13.414754697523483,0.6575860145844845,2.1042752466703503,VB,1,0,1,0,0,1,0,0,0,0,-1
plague,51,0.00011512077523684406,13.084564167047755,6,NN,4,plagu,plagu,plagu,0,14,0.36257007938470837,5.075981111385917,1.0272818915900068,18.491074048620124,0.5438551190770625,6.163691349540042,NN,0,0,1,1,0,1,0,1,0,0,-1
quarrel,51,0.00011512077523684406,13.084564167047755,7,NN,5,quarrel,quarrel,quarrel,0,16,0.16992500144231237,2.718800023076998,0.48145417075321834,8.66617507355793,0.33985000288462475,1.869175015865436,NN,1,0,0,0,0,1,0,0,0,0,-1
woe,51,0.00011512077523684406,13.084564167047755,3,NN,6,woe,woe,woe,0,15,0.2630344058337938,3.9455160875069066,0.7452641498624157,13.414754697523483,0.5260688116675876,3.4194472758393193,NN,0,0,1,1,0,1,0,1,0,0,-1
coward,51,0.00011512077523684406,13.084564167047755,6,NN,4,coward,coward,coward,0,15,0.2630344058337938,3.9455160875069066,0.7452641498624156,13.414754697523481,0.5260688116675876,3.4194472758393193,NN,0,0,1,1,0,1,0,1,0,0,-1
fiend,51,0.00011512077523684406,13.084564167047755,5,NN,5,fiend,fiend,fiend,0,12,0.5849625007211562,7.019550008653875,1.657393752043276,29.83308753677897,1.1699250014423124,11.699250014423123,NN,1,0,1,1,0,1,0,0,0,0,-1
wild,50,0.00011286350513416085,13.113133319244525,4,JJ,5,wild,wild,wild,0,15,0.2630344058337938,3.9455160875069066,0.7306511273160938,13.151720291689688,0.7891032175013813,1.8412408408365564,JJ,0,0,0,0,0,1,0,0,1,0,-1
curse,50,0.00011286350513416085,13.113133319244525,5,NN,5,curs,curs,curs,0,14,0.36257007938470837,5.075981111385917,1.0071391094019677,18.128503969235418,0.5438551190770625,4.713411032001209,NN,1,0,1,1,0,1,0,1,0,0,-1
treason,49,0.00011060623503147763,13.142279664904041,7,NN,5,treason,treason,treason,0,14,0.36257007938470837,5.075981111385917,0.9869963272139282,17.765933889850707,0.9064251984617708,3.988270873231792,NN,1,0,1,1,0,1,0,0,1,0,-1
protector,49,0.00011060623503147763,13.142279664904041,9,NNP,2,protector,protector,protect,0,3,2.584962500721156,7.754887502163468,7.036842363074258,126.66316253533664,0.0,80.13383752235583,NN,0,0,0,0,0,0,1,0,0,1,1
teach,49,0.00011060623503147763,13.142279664904041,5,VB,4,teach,teach,teach,0,15,0.2630344058337938,3.9455160875069066,0.7160381047697719,12.888685885855894,0.5260688116675876,1.8412408408365564,VB,0,0,0,0,1,0,1,0,1,1,1
dangerous,49,0.00011060623503147763,13.142279664904041,9,JJ,1,danger,danger,dang,0,15,0.2630344058337938,3.9455160875069066,0.716038104769772,12.888685885855896,0.6575860145844845,2.1042752466703503,JJ,0,0,0,1,0,1,0,0,0,0,-1
count,49,0.00011060623503147763,13.142279664904041,5,NN,5,count,count,count,0,9,1.0,9.0,2.7222222222222223,49.0,0.5,31.0,NN,0,0,0,0,0,0,1,0,0,1,1
fearful,48,0.00010834896492879442,13.172027008298095,7,JJ,2,fear,fear,fear,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ,0,0,0,1,0,1,0,1,0,0,-1
loving,48,0.00010834896492879442,13.172027008298095,6,VBG,3,love,love,lov,0,15,0.2630344058337938,3.9455160875069066,0.7014250822234502,12.625651480022103,0.5260688116675876,2.630344058337938,VB,0,0,0,0,1,0,1,0,0,1,1
vow,47,0.0001060916948261112,13.202400657341613,3,NN,7,vow,vow,vow,0,14,0.36257007938470837,5.075981111385917,0.9467107628378497,17.040793731081294,0.9064251984617708,2.5379905556929585,NN,0,1,0,0,1,0,1,0,0,1,1
damn,47,0.0001060916948261112,13.202400657341613,4,NN,9,damn,damn,damn,0,12,0.5849625007211562,7.019550008653875,1.5274020852163523,27.49323753389434,0.5849625007211562,5.849625007211562,NN,1,0,1,0,0,1,0,0,0,0,-1
laugh,47,0.0001060916948261112,13.202400657341613,5,IN,9,laugh,laugh,laugh,0,16,0.16992500144231237,2.718800023076998,0.4436930593215935,7.986475067788683,0.42481250360578093,1.0195500086538742,IN,0,0,0,0,1,0,1,0,1,0,1
alive,47,0.0001060916948261112,13.202400657341613,5,JJ,5,aliv,aliv,al,0,15,0.2630344058337938,3.9455160875069066,0.6868120596771283,12.36261707418831,0.5260688116675876,2.367309652504144,JJ,0,1,0,0,1,0,1,0,0,1,1
virtuous,47,0.0001060916948261112,13.202400657341613,8,JJ,2,virtuou,virtuous,virtu,0,15,0.2630344058337938,3.9455160875069066,0.6868120596771283,12.362617074188309,0.5260688116675876,1.8412408408365564,JJ,0,0,0,0,1,0,1,0,0,1,1
conscience,46,0.00010383442472342799,13.233427552962237,10,NN,2,conscienc,conscienc,conscy,0,11,0.7104933828050152,7.815427210855167,1.8157053116128163,32.682695609030695,0.7104933828050152,7.104933828050152,NN,0,0,0,0,0,0,1,0,0,1,1
prisoner,46,0.00010383442472342799,13.233427552962237,8,NN,3,prison,prison,prison,0,14,0.36257007938470837,5.075981111385917,0.9265679806498102,16.678223651696584,0.7251401587694167,3.6257007938470838,NN,1,0,1,1,0,1,0,1,0,0,-1
perceive,46,0.00010383442472342799,13.233427552962237,8,VBP,5,perceiv,perceiv,perceiv,0,17,0.08246216019197297,1.4018567232635406,0.21073663160170877,3.793259368830758,0.16492432038394594,0.7421594417277567,VB,0,0,0,0,0,0,1,0,0,1,1
excellent,46,0.00010383442472342799,13.233427552962237,9,JJ,3,excel,excel,excel,0,14,0.36257007938470837,5.075981111385917,0.9265679806498102,16.678223651696584,0.7251401587694167,3.6257007938470838,JJ,0,0,0,0,1,0,1,0,0,1,1
birth,45,0.00010157715462074476,13.265136412689575,5,NN,1,birth,birth,bir,0,15,0.2630344058337938,3.9455160875069066,0.6575860145844845,11.836548262520722,0.5260688116675876,2.367309652504144,NN,0,1,0,1,1,0,1,0,0,1,1
angry,45,0.00010157715462074476,13.265136412689575,5,JJ,2,angri,angri,angry,0,14,0.36257007938470837,5.075981111385917,0.9064251984617709,16.315653572311877,0.36257007938470837,3.2631307144623753,JJ,1,0,1,0,0,1,0,0,0,0,-1
banish,45,0.00010157715462074476,13.265136412689575,6,JJ,5,banish,banish,ban,0,12,0.5849625007211562,7.019550008653875,1.4624062518028904,26.32331253245203,0.5849625007211562,6.434587507932718,JJ,1,0,1,1,0,1,0,1,0,0,-1
patient,45,0.00010157715462074476,13.265136412689575,7,JJ,5,patient,patient,paty,0,16,0.16992500144231237,2.718800023076998,0.4248125036057809,7.646625064904056,0.42481250360578093,0.8496250072115619,JJ,0,1,0,0,0,0,1,0,0,0,1
obey,45,0.00010157715462074476,13.265136412689575,4,VB,7,obey,obey,obey,0,13,0.4694852833012202,6.103308682915863,1.1737132082530506,21.12683774855491,1.1737132082530506,3.286396983108541,VB,0,0,0,1,0,0,0,0,0,1,0
jest,44,9.931988451806155e-05,13.297557890381952,4,NN,4,jest,jest,jest,0,11,0.7104933828050152,7.815427210855167,1.7367616024122596,31.261708843420674,1.0657400742075227,6.394440445245136,NN,0,0,0,0,1,0,1,0,1,0,1
hail,44,9.931988451806155e-05,13.297557890381952,4,NN,4,hail,hail,hail,0,12,0.5849625007211562,7.019550008653875,1.4299083350961594,25.73835003173087,0.5849625007211562,9.359400011538499,NN,0,0,0,0,0,1,1,0,0,1,0
safe,44,9.931988451806155e-05,13.297557890381952,4,JJ,5,safe,safe,saf,0,13,0.4694852833012202,6.103308682915863,1.1476306925140938,20.657352465253688,0.9389705666024404,3.286396983108541,JJ,0,0,0,0,1,0,1,0,0,1,1
cheer,44,9.931988451806155e-05,13.297557890381952,5,NN,2,cheer,cheer,che,0,14,0.36257007938470837,5.075981111385917,0.8862824162737316,15.953083492927169,0.9064251984617708,2.17542047630825,NN,0,1,0,0,1,0,1,0,1,1,1
madness,43,9.706261441537833e-05,13.330724754317153,7,NN,6,mad,mad,mad,0,13,0.4694852833012202,6.103308682915863,1.1215481767751374,20.187867181952473,0.4694852833012202,10.328676232626844,NN,1,0,0,1,0,1,0,0,0,0,-1
honesty,42,9.48053443126951e-05,13.36467208624049,7,NN,4,honesti,honesti,honesty,0,13,0.4694852833012202,6.103308682915863,1.0954656610361806,19.718381898651252,0.4694852833012202,4.694852833012202,NN,0,0,0,0,0,0,1,0,0,1,1
steal,42,9.48053443126951e-05,13.36467208624049,5,VB,6,steal,steal,ste,0,14,0.36257007938470837,5.075981111385917,0.8459968518976528,15.227943334157752,0.7251401587694167,2.5379905556929585,VB,1,0,0,1,0,1,0,1,0,0,-1
promise,42,9.48053443126951e-05,13.36467208624049,7,NN,4,promis,promis,prom,0,17,0.08246216019197297,1.4018567232635406,0.1924117071146036,3.4634107280628648,0.16492432038394594,0.5772351213438108,NN,0,0,0,0,1,0,1,0,0,1,1
rogue,41,9.25480742100119e-05,13.399437504401167,5,NN,5,rogu,rogu,rog,0,8,1.1699250014423124,9.359400011538499,2.6648291699519344,47.966925059134816,0.0,17.548875021634686,NN,0,0,1,0,0,1,0,0,0,0,-1
dull,41,9.25480742100119e-05,13.399437504401167,4,JJ,6,dull,dull,dul,0,16,0.16992500144231237,2.718800023076998,0.38705139217415596,6.966925059134807,0.33985000288462475,1.0195500086538742,JJ,0,0,0,0,0,1,0,1,0,0,-1
quiet,41,9.25480742100119e-05,13.399437504401167,5,JJ,3,quiet,quiet,quiet,0,13,0.4694852833012202,6.103308682915863,1.0693831452972238,19.248896615350027,0.9389705666024404,3.286396983108541,JJ,0,0,0,0,0,0,1,1,0,0,1
foe,41,9.25480742100119e-05,13.399437504401167,3,NN,3,foe,foe,foe,0,12,0.5849625007211562,7.019550008653875,1.3324145849759672,23.98346252956741,0.5849625007211562,8.189475010096187,NN,1,0,0,1,0,1,0,0,0,0,-1
liberty,41,9.25480742100119e-05,13.399437504401167,7,NN,4,liberti,liberti,liberty,0,13,0.4694852833012202,6.103308682915863,1.0693831452972238,19.248896615350027,0.9389705666024404,2.816911699807321,NN,0,1,0,0,1,0,1,0,1,1,1
cross,41,9.25480742100119e-05,13.399437504401167,5,NN,8,cross,cross,cross,0,15,0.2630344058337938,3.9455160875069066,0.599133924399197,10.784410639185547,0.3945516087506907,1.8412408408365564,NN,1,0,0,1,0,1,0,1,0,0,-1
demand,41,9.25480742100119e-05,13.399437504401167,6,NN,5,demand,demand,demand,0,17,0.08246216019197297,1.4018567232635406,0.1878304759928274,3.380948567870893,0.16492432038394594,0.9070837621117027,NN,1,0,0,0,0,1,0,0,0,0,-1
broke,41,9.25480742100119e-05,13.399437504401167,5,VBD,4,broke,broke,brok,0,15,0.2630344058337938,3.9455160875069066,0.599133924399197,10.784410639185547,0.5260688116675876,1.5782064350027627,VB,0,0,0,1,0,1,0,1,0,0,-1
warlike,40,9.029080410732867e-05,13.435061414131887,7,NN,6,warlik,warlik,warlik,0,12,0.5849625007211562,7.019550008653875,1.299916668269236,23.39850002884625,0.8774437510817343,6.434587507932718,NN,1,0,0,1,0,1,0,0,0,0,-1
pretty,40,9.029080410732867e-05,13.435061414131887,6,JJ,4,pretti,pretti,pretty,0,15,0.2630344058337938,3.9455160875069066,0.5845209018528751,10.521376233351752,0.5260688116675876,1.315172029168969,JJ,0,1,0,0,1,0,1,0,0,1,1
wound,40,9.029080410732867e-05,13.435061414131887,5,NN,7,wound,wound,wound,0,14,0.36257007938470837,5.075981111385917,0.8057112875215742,14.502803175388335,0.7251401587694167,2.17542047630825,NN,1,0,0,1,0,1,0,1,0,0,-1
throne,39,8.803353400464546e-05,13.471587290157002,6,NN,2,throne,throne,throne,0,14,0.36257007938470837,5.075981111385917,0.7855685053335348,14.140233096003627,0.7251401587694167,3.988270873231792,NN,0,0,0,0,0,0,1,0,0,1,1
fat,39,8.803353400464546e-05,13.471587290157002,3,JJ,5,fat,fat,fat,0,10,0.8479969065549501,8.4799690655495,1.8373266308690583,33.07187935564305,0.8479969065549501,15.263944317989102,JJ,0,0,1,0,0,1,0,1,0,0,-1
blessed,39,8.803353400464546e-05,13.471587290157002,7,VBN,3,bless,bless,bless,0,15,0.2630344058337938,3.9455160875069066,0.5699078793065531,10.258341827517956,0.3945516087506907,1.315172029168969,VB,0,0,0,0,1,0,1,0,0,0,1
pride,39,8.803353400464546e-05,13.471587290157002,5,NN,4,pride,pride,prid,0,14,0.36257007938470837,5.075981111385917,0.7855685053335348,14.140233096003627,0.36257007938470837,2.900560635077667,NN,0,0,0,0,1,0,1,0,0,0,1
spite,38,8.577626390196224e-05,13.509061995575665,5,NN,3,spite,spite,spit,0,14,0.36257007938470837,5.075981111385917,0.7654257231454955,13.777663016618918,0.5438551190770625,1.8128503969235419,NN,1,0,0,0,0,1,0,0,0,0,-1
princely,38,8.577626390196224e-05,13.509061995575665,8,RB,2,princ,princ,print,0,9,1.0,9.0,2.111111111111111,38.0,0.5,10.0,RB,0,1,0,0,1,0,1,0,1,1,1
hearing,38,8.577626390196224e-05,13.509061995575665,7,VBG,3,hear,hear,hear,0,13,0.4694852833012202,6.103308682915863,0.9911355980803536,17.840440765446363,0.9389705666024404,4.225367549710982,VB,0,0,0,1,0,1,0,0,0,0,-1
greatness,37,8.351899379927903e-05,13.5475361433903,9,NN,2,great,great,gre,0,11,0.7104933828050152,7.815427210855167,1.4604586202103091,26.288255163785564,0.7104933828050152,4.9734536796351065,NN,0,0,0,0,1,0,1,0,1,1,1
gain,36,8.126172369659581e-05,13.587064507576939,4,NN,6,gain,gain,gain,0,13,0.4694852833012202,6.103308682915863,0.9389705666024404,16.901470198843928,0.9389705666024404,2.347426416506101,NN,0,1,0,0,1,0,1,0,0,0,1
rascal,36,8.126172369659581e-05,13.587064507576939,6,JJ,3,rascal,rascal,rasc,0,9,1.0,9.0,2.0,36.0,0.5,11.0,JJ,1,0,1,1,0,1,0,0,0,0,-1
precious,36,8.126172369659581e-05,13.587064507576939,8,JJ,3,preciou,precious,precy,0,13,0.4694852833012202,6.103308682915863,0.9389705666024404,16.901470198843928,0.9389705666024404,4.694852833012202,JJ,0,1,0,0,1,0,1,0,1,0,1
top,36,8.126172369659581e-05,13.587064507576939,3,NN,5,top,top,top,0,15,0.2630344058337938,3.9455160875069066,0.5260688116675876,9.469238610016577,0.5260688116675876,1.8412408408365564,NN,0,1,0,0,0,0,1,0,0,1,1
fury,36,8.126172369659581e-05,13.587064507576939,4,NN,3,furi,furi,fury,0,14,0.36257007938470837,5.075981111385917,0.7251401587694167,13.052522857849501,0.7251401587694167,2.17542047630825,NN,1,0,0,1,0,1,0,1,0,0,-1
cunning,36,8.126172369659581e-05,13.587064507576939,7,VBG,2,cun,cun,cun,0,13,0.4694852833012202,6.103308682915863,0.9389705666024404,16.901470198843928,0.9389705666024404,2.816911699807321,VB,0,0,0,0,0,1,1,0,0,0,0
forbid,36,8.126172369659581e-05,13.587064507576939,6,NN,9,forbid,forbid,forbid,0,15,0.2630344058337938,3.9455160875069066,0.5260688116675876,9.469238610016577,0.5260688116675876,1.315172029168969,NN,0,0,0,0,0,1,0,1,0,0,-1
prison,36,8.126172369659581e-05,13.587064507576939,6,NN,2,prison,prison,prison,0,14,0.36257007938470837,5.075981111385917,0.7251401587694167,13.052522857849501,0.7251401587694167,1.8128503969235419,NN,1,0,0,1,0,1,0,1,0,0,-1
depart,36,8.126172369659581e-05,13.587064507576939,6,NN,5,depart,depart,depart,0,14,0.36257007938470837,5.075981111385917,0.7251401587694167,13.052522857849501,0.36257007938470837,1.8128503969235419,NN,0,1,0,0,0,0,0,1,0,0,0
creature,35,7.90044535939126e-05,13.627706492074283,8,NN,1,creatur,creatur,cre,0,15,0.2630344058337938,3.9455160875069066,0.5114557891212657,9.206204204182782,0.2630344058337938,1.5782064350027627,NN,0,0,1,1,0,1,0,0,0,0,-1
cruel,35,7.90044535939126e-05,13.627706492074283,5,NN,4,cruel,cruel,cruel,0,13,0.4694852833012202,6.103308682915863,0.9128880508634837,16.431984915542706,0.9389705666024404,1.8779411332048808,NN,1,0,1,1,0,1,0,1,0,0,-1
dreadful,35,7.90044535939126e-05,13.627706492074283,8,JJ,2,dread,dread,dread,0,14,0.36257007938470837,5.075981111385917,0.7049973765813774,12.689952778464793,0.5438551190770625,1.8128503969235419,JJ,1,1,1,1,0,1,0,1,0,0,-1
scarce,35,7.90044535939126e-05,13.627706492074283,6,NN,8,scarc,scarc,scarc,0,14,0.36257007938470837,5.075981111385917,0.7049973765813774,12.689952778464793,0.5438551190770625,2.5379905556929585,NN,0,0,0,1,0,1,0,1,0,0,-1
lawful,35,7.90044535939126e-05,13.627706492074283,6,JJ,1,law,law,law,0,12,0.5849625007211562,7.019550008653875,1.1374270847355819,20.473687525240475,0.5849625007211562,5.264662506490406,JJ,0,0,0,0,0,0,1,0,0,1,1
pain,35,7.90044535939126e-05,13.627706492074283,4,NN,4,pain,pain,pain,0,14,0.36257007938470837,5.075981111385917,0.7049973765813774,12.689952778464793,0.7251401587694167,1.8128503969235419,NN,0,0,0,1,0,1,0,1,0,0,-1
wretch,34,7.674718349122937e-05,13.669526667768912,6,NN,2,wretch,wretch,wretch,0,14,0.36257007938470837,5.075981111385917,0.6848545943933381,12.327382699080085,0.5438551190770625,1.8128503969235419,NN,1,0,1,0,0,1,0,1,0,0,-1
beast,34,7.674718349122937e-05,13.669526667768912,5,NN,2,beast,beast,beast,0,15,0.2630344058337938,3.9455160875069066,0.49684276657494386,8.94316979834899,0.2630344058337938,1.5782064350027627,NN,1,0,0,1,0,1,0,0,0,0,-1
thief,34,7.674718349122937e-05,13.669526667768912,5,NN,1,thief,thief,thief,0,13,0.4694852833012202,6.103308682915863,0.8868055351245269,15.962499632241483,0.4694852833012202,3.7558822664097615,NN,1,0,1,1,0,1,0,1,1,0,-1
worship,34,7.674718349122937e-05,13.669526667768912,7,NN,4,worship,worship,wor,0,13,0.4694852833012202,6.103308682915863,0.8868055351245271,15.962499632241487,0.4694852833012202,4.694852833012202,NN,0,1,0,1,1,0,1,0,0,1,1
wicked,34,7.674718349122937e-05,13.669526667768912,6,JJ,4,wick,wick,wick,0,13,0.4694852833012202,6.103308682915863,0.886805535124527,15.962499632241485,0.9389705666024404,2.816911699807321,JJ,0,0,0,1,0,1,0,0,0,0,-1
glory,33,7.448991338854616e-05,13.712595389660796,5,NN,1,glori,glori,glory,0,11,0.7104933828050152,7.815427210855167,1.3025712018091946,23.4462816325655,0.7104933828050152,9.236413976465197,NN,0,1,0,0,1,0,1,0,0,1,1
